Año de publicación,Código sugerido,Nombre del archivo,Título del estudio,Categoría,Tipo de documento,Subcategoría,Idioma,Número de páginas,Incorpora perspectiva de género,Año de término,Lugar de término,Palabras clave,Objetivo,Metodología,Resumen,Documento público,Publicación destacada,Publicado,Editorial,Entidad solicitante,Entidad a cargo del estudio,Investigador u organismo principal,Equipo de investigación,Número de documento administrativo,Tipo de financiamiento,Costo del estudio,Base de datos enviada,Base pública,Url,Autoría
2011,E11-0014,Evidencias para Políticas Públicas en Educación-6,Evidencias para políticas públicas en Educación: Selección de Investigaciones Sexto Concurso FONIDE,Estudios,Informe,Sistema educativo,Español,329,No,2011,"Santiago, Chile","Evidencias, políticas públicas en Educación, investigaciones, Sexto Concurso FONIDE.","El objetivo es dar a conocer los resultados de algunas de las investigaciones financiadas por el Fondo de Investigación y Desarrollo (FONIDE), que fueron seleccionados mediante el concurso público.",Sin información,"En el sexto concurso, el FONIDE financió once proyectos en áreas prioritarias para el Ministerio de Educación, de los cuales fueron seleccionados los siguientes para su publicación: Determinantes de deserción en la educación superior chilena, con énfasis en efecto de becas y créditos (PUC); Los determinantes del primer trabajo para profesores de Educación Básica en la Región Metropolitana (PUC); Efecto en el rendimiento escolar del uso y distribución de los recursos SEP (Universidad Alberto Hurtado); Cambios en prácticas de alfabetización inicial en los participantes del estudio Un Buen Comienzo: logros y desafíos pendientes (PUC); La (ina)movilidad del desempeño educativo de los estudiantes chilenos: realidad, oportunidades y desafíos (CIAE, Universidad de Chile); Textos escolares para aprender Ciencias: habilidades, contenidos y lenguaje académico (PUC); ¿Cuánto saben de matemática los docentes que la enseñan y cómo se relaciona ese saber con sus prácticas de enseñanza? (Mide UC).",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC",Sin información,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18250/E11-0014.pdf?sequence=1&isAllowed=y,Sin información
2011,E11-0015,Evidencias para Políticas Públicas en Educación-FONIDE PISA,Evidencias para políticas públicas en Educación: Selección de Investigaciones Concurso Extraordinario FONIDE-PISA,Estudios,Informe,Sistema educativo,Español,377,No,2011,"Santiago, Chile","Evidencias, políticas públicas en Educación, investigaciones, Concurso FONIDE-PISA.","El objetivo es dar a conocer los resultados de algunas de las investigaciones financiadas por el Fondo de Investigación y Desarrollo (FONIDE), que fueron seleccionados mediante el concurso público.",Sin información,"El año 2011 se realiza el Concurso Extraordinario FONIDE DATOS PISA 2009, con el objetivo de incentivar el uso de la gran cantidad de información que proporciona este estudio y el desarrollo de investigaciones dirigidas a diversos temas de los cuales PISA entrega datos. En este llamado, el Fondo financió nueve proyectos, cada uno de los cuales centra sus preguntas en distintos ámbitos del proceso educativo. Estos son: Influencia de la intimidación (bullying) y la relación profesor-estudiante sobre el rendimiento en PISA 2009: un estudio multinivel (Universidad Diego Portales); El Ambiente Escolar incide en los Resultados PISA 2009: Resultados de un estudio de diseño mixto (Pontificia Universidad Católica de Valparaíso); Estudio comparado de liderazgo escolar: Aprendizajes para Chile a partir de los resultados PISA 2009 (Fundación Chile); Resiliencia académica en comprensión lectora. Jóvenes chilenos en condiciones de pobreza participantes en OECD-PISA 2001–2009 (CIAE, Universidad de Chile); El Capital Cultural Familiar y su influencia sobre las Habilidades Lectoras (Centro de Microdatos/ U. de Chile); ¿Cuál es el impacto del acceso y uso de TICs en los resultados de las mediciones de lectura y lectura digital en PISA 2009? Análisis comparativo en cinco naciones (PUC); Errores y aciertos comunes de estudiantes chilenos en las preguntas de la Prueba PISA 2009 (Universidad del Desarrollo); Funcionamiento Diferencial de los ítems de la prueba PISA 2009, según género para las pruebas de Matemática y Ciencias (Sistema de Medición de la Calidad de la Educación SIMCE); Alineamiento de las puntuaciones SIMCE 2008 y PISA 2009 en muestras de estudiantes de 2º Medio. Lectura y Matemática (Sistema Nacional de Evaluación de Logros de Aprendizaje, SIMCE).",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC",Sin información,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18251/E11-0015.pdf?sequence=1&isAllowed=y,Sin información
2011,ES11-0016,Estadisticas Educacion 2010,Estadísticas de la Educación 2010,Sin información,Estadísticas,Reporte de información estadística,Español,164,Si,2011,"Santiago, Chile","Estudiantes, personal, establecimientos, programas y becas.","El objetivo de esta publicación es entregar una caracterización oficial, actualizada y resumida del sistema educativo chileno para el año 2010. El documento busca ofrecer una mirada global del sistema, aportando información estadística sobre sus principales actores (estudiantes, docentes, establecimientos) y los programas de apoyo vigentes, con el fin de servir como un insumo de calidad para la toma de decisiones, el desarrollo de políticas públicas y la investigación académica.",Cuantitativa,"El informe ""Estadísticas de la Educación 2010"" es un compendio estadístico del Ministerio de Educación de Chile que ofrece una visión cuantitativa del sistema educativo nacional para ese año. El documento se organiza en cuatro capítulos que analizan los principales indicadores sobre: establecimientos educacionales (por dependencia, nivel y región); matrícula de estudiantes de todos los niveles (parvularia, básica, media, especial, adultos y superior); docentes y asistentes de la educación (características, remuneraciones, funciones); y finalmente, los programas, becas y ayudas estudiantiles (JUNAEB, CONICYT).",Si,No,Si,"Ministerio de Educación de Chile, MINEDUC",Ministerio de Educación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Centro de Estudios, MINEDUC","Centro de Estudios, MINEDUC",Sin información,Interno,0,Si,Si,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/2410/mono-1036.pdf?sequence=1&isAllowed=y,"Centro de Estudios, MINEDUC"
2011,ES11-0017,PMGGénero 2011,Análisis de  Sistema Escolar desde la Perspectiva de Género 2011,Sin información,Estadísticas,Reporte de información estadística,Español,53,Si,2011,"Santiago, Chile","Personal docente, estudiantes, asistentes.","El objetivo de este informe es presentar un análisis cuantitativo del sistema escolar chileno durante el año 2011 desde una perspectiva de género, enfocándose en tres actores clave: el personal docente, los asistentes de la educación y los estudiantes. La publicación busca identificar y describir las diferencias y similitudes entre hombres y mujeres en cuanto a su participación, funciones, roles y rendimiento académico, con el fin de proporcionar evidencia actualizada para el diseño de políticas públicas que promuevan la equidad de género en el ámbito educativo.",Cuantitativa,"Este documento ofrece un análisis estadístico del sistema escolar chileno en 2011, examinando las brechas de género entre sus principales actores. La primera sección se centra en el personal docente, confirmando una fuerte feminización de la profesión, aunque con una mayor proporción de hombres en cargos directivos y en la enseñanza media técnico-profesional. La segunda parte analiza a los asistentes de la educación, donde también predominan las mujeres, pero los hombres se concentran en funciones de tipo auxiliar. La tercera sección examina a los estudiantes, destacando una matrícula general equilibrada pero con una marcada segregación por género en las ramas de la educación técnico-profesional. Un hallazgo transversal es el mejor rendimiento académico de las mujeres, quienes presentan tasas de aprobación más altas que los hombres en la mayoría de los niveles y grados.",Si,No,No,Sin información,Ministerio de Educación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Centro de Estudios, MINEDUC","Centro de Estudios, MINEDUC",Sin información,Interno,0,Si,Si,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/14916/PMGGenero-2011.pdf?sequence=1&isAllowed=y,"Centro de Estudios, MINEDUC"
2011,E11-0018,Fonide Udp Gregory Elacqua,¿Estamos preparados para cerrar las malas escuelas en Chile? Impacto sobre equidad en el acceso a educación de calidad,Estudios,Informe,Sistema educativo,Español,105,No,2011,"Santiago, Chile","Accountability en educación, elección escolar, políticas educativas, mercado educacional.",Analizar en forma anticipada el escenario potencial que el sistema educativo enfrentará una vez que se apliquen las sanciones a escuelas de bajo desempeño establecidas en la ley de Subvención Escolar Preferencial (SEP) y en base a esto proponer distintas estrategias dependiendo del contexto local de cada escuela.,Mixta,"En 2008 la Ley de Subvención Escolar Preferencial (SEP) introdujo elementos de evaluación de desempeño sobre los establecimientos educacionales según sus resultados de aprendizaje considerando una serie de medidas que, eventualmente, pueden derivar en el cierre de escuelas de bajo desempeño. El objetivo de esta investigación es analizar de manera anticipada los efectos que tendría el cierre de estas escuelas una vez que comience a operar esta Ley.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,UDP,"Elacqua, Gregory","Santos, Humberto; Urbina, Daniela; Martínez, Matías",475,Interno,15857699,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18232/E11-0018.pdf?sequence=1&isAllowed=y,"Elacqua, Gregory; Santos, Humberto; Urbina, Daniela; Martínez, Matías"
2011,E11-0019,Fonide UChile Alejandra Mizala,Determinantes de la elección y deserción en la carrera de pedagogía,Estudios,Informe,Educación superior,Español,92,No,2011,"Santiago, Chile",Pedagogía; elección de carrera; deserción de educación superior; modelos de elección discreta.,"Caracterizar a los estudiantes de pedagogía e investigar los determinantes de la elección y permanencia en la carrera de pedagogía, evaluando el efecto de factores personales, familiares e institucionales.",Mixta,"Se presenta información descriptiva de la evolución de las carreras de pedagogía y sus matrículas y una caracterización de los postulantes a las carreras de educación. Además se estiman modelos econométricos de la probabilidad de elegir la carrera de pedagogía y la probabilidad de desertar de ésta. La información utilizada contempla la cohorte de alumnos que rindió la prueba SIMCE de 2° medio el año 2003 y la prueba PSU 2006 y 2007. Los resultados muestran que el alumno tipo de la carrera de pedagogía es una mujer, de bajo rendimiento académico y de origen socioeconómico bajo, que estudió en establecimientos municipales de menor calidad académica. Asimismo, se encuentra que la contribución de la educación básica y media no parece suficiente para compensar las desventajas socioeconómicas del hogar de los alumnos de pedagogía en términos de su probabilidad de deserción.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"CIAE, U. de Chile","Mizala, Alejandra","Hernández, Tania; Makovec, Mattia",581,Interno,15800000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18233/E11-0019.pdf?sequence=1&isAllowed=y,"Mizala, Alejandra; Hernández, Tania; Makovec, Mattia"
2011,E11-0020,Fonide Apd Dagmar Raczynski,El paso de la enseñanza básica a la media en estratos bajos: Un reto a la igualdad de oportunidades educativas,Estudios,Informe,Sistema educativo,Español,135,Si,2011,"Santiago, Chile",Tránsito entre la enseñanza básica y la media; enseñanza media; elección de liceo; trayectorias educativas; educación rural.,"Caracterizar y comprender tanto las trayectorias educativas como las experiencias y vivencias de los jóvenes estudiantes durante el tránsito entre la enseñanza básica y media, en estratos bajos, de zonas urbanas y rurales, de la región de la Araucanía.",Cualitativa,"La investigación gira en torno al paso de la enseñanza básica a la media que implica un cambio de establecimiento escolar en estudiantes de estrato bajo. El estudio profundiza en los factores que inciden en la configuración de las trayectorias educativas de los estudiantes y sus familias, los procesos de elección de liceo y la experiencia de inserción en éste, así como los apoyos que tanto escuelas como liceos brindan a estos jóvenes y sus familias. Los resultados indican que los estudiantes y familias de estratos bajos, urbanos y rurales transitan con una disposición altamente favorable a la enseñanza media, llevando consigo amplias aspiraciones y expectativas, todas sustentadas en la valoración instrumental de la educación y la posibilidad de alcanzar mejores oportunidades y posiciones que sus padres, que en pocos casos han accedido y completado la educación secundaria.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,Asesorías para el Desarrollo,"Raczynski, Dagmar","Hernández, Macarena; Kegevic, Lenka; Roco, Rodrigo; Álvarez, Nicolás; Bustamante, Claudia; González, Roberto y Peña, Javiera",580,Interno,19030000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18234/E11-0020.pdf?sequence=1&isAllowed=y,"Raczynski, Dagmar; Hernández, Macarena; Kegevic, Lenka; Roco, Rodrigo; Álvarez, Nicolás; Bustamante, Claudia; González, Roberto y Peña, Javiera"
2011,E11-0021,Fonide UCSC Horacio Solar,"Propuesta metodológica de trabajo docente para promover competencias matemáticas en el aula, basadas en un Modelo de Competencia Matemática (MCM)",Estudios,Informe,Enseñanza y aprendizaje,Español,224,No,2011,"Santiago, Chile",Competencia Matemática; Formación continua de profesores; Prácticas reflexivas.,"Desarrollar, implementar y evaluar una metodología de trabajo docente en torno al Modelo de Competencia Matemática (MCM) que promueva la reflexión pedagógica necesaria para impactar en las prácticas de aula.",Cualitativa,"Sobre la base del Modelo de Competencia Matemática (MCM), la investigación busca generar procesos altamente reflexivos en profesores de primer ciclo básico, específicamente NB1, que les permitan impactar sobre su práctica de aula. Con tal fin, se desarrolla una metodología de trabajo docente basada en el trabajo colaborativo, llevado a cabo en un seminario, en cuyas sesiones participaran un grupo de profesoras. En el transcurso de éste, las profesoras estudian el MCM, y su implementación en el aula (casos clínicos), los cuales están construidos a partir de organizaciones matemáticas nucleares en relación al campo aditivo en NB1. En dichas discusiones, se pretende ahondar en las herramientas, conocimientos y experiencias que necesita el profesor para diseñar y gestionar las situaciones en base al MCM.",Si,Si,No,Sin información,División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,UCSC,"Solar, Horacio","Espinoza, Lorena; Rojas, Francisco; Ortiz, Andrés; González, Enrique; Ulloa, Rodrigo",477,Interno,16127372,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18235/E11-0021.pdf?sequence=1&isAllowed=y,"Solar, Horacio; Espinoza, Lorena; Rojas, Francisco; Ortiz, Andrés; González, Enrique; Ulloa, Rodrigo"
2011,E11-0022,Fonide PUC Jorge Manzi,¿Qué características de la formación inicial de los docentes se asocian a mayores avances en su aprendizaje de conocimientos disciplinarios?,Estudios,Informe,Educación superior,Español,155,Si,2011,"Santiago, Chile",Educación superior; programa de formación; formación inicial; docentes; aprendizaje.,"Estimar una medida de la efectividad de la formación inicial impartida por las facultades de educación, a partir del rendimiento de los estudiantes egresados de Pedagogía en la Prueba de conocimientos disciplinarios de Inicia, controlando por los antecedentes académicos y socioeconómicos de los estudiantes de cada institución al ingreso de la carrera. Adicionalmente se espera identificar factores del proceso de formación que más se asocian con la efectividad de las carreras, derivando a partir de los resultados recomendaciones de política pública para el monitoreo y promoción de los procesos de mejoramiento de la formación inicial docente en las instituciones.",Cuantitativa,"En los últimos años ha crecido en Chile la preocupación por la preparación inicial de los docentes debido a la expansión explosiva de la matrícula en programas de formación inicial, a la heterogeneidad de la oferta de programas de formación y a los pobres resultados obtenidos por sus egresados tanto en pruebas nacionales como internacionales (TEDS-M). Este estudio se concentra en el conocimiento disciplinario de los futuros profesores y propone un modelo para determinar la efectividad de las instituciones de formación inicial de profesores de Educación Básica en promover dichos conocimientos.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,PUC,"Manzi Astudillo, Jorge","Lacerna, Paula; Meckes, Lorena; Ramos, Isabel; García, María José; Pavez, Patricio; Ortega, Lorena; San Martín, Ernesto",556,Interno,18951454,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18236/E11-0022.pdf?sequence=1&isAllowed=y,"Manzi Astudillo, Jorge; Lacerna, Paula; Meckes, Lorena; Ramos, Isabel; García, María José; Pavez, Patricio; Ortega, Lorena; San Martín, Ernesto"
2011,E11-0023,Fonide UDP Viola Espínola,Mapa de la Efectividad de la Educación Media en Chile: Factores de gestión asociados a la completación de estudios secundarios,Estudios,Informe,Indicadores,Español,113,No,2011,"Santiago, Chile",Completación; Deserción; Retención; Gestión Escolar; Capacidad de Completación; Prevención de la Deserción.,Analizar el fenómeno de la completación de estudios secundarios en Chile con el propósito de identificar factores de gestión escolar que contribuyan a la retención de sus estudiantes.,Mixta,"La investigación analiza la deserción en la educación media en base a una tasa de completación que pone el acento en el establecimiento y en su capacidad para retener a los estudiantes hasta completar el 4° medio. Se estudió la trayectoria de una cohorte de estudiantes entre 1° y 4° medio, la que mostró que el 71,1% de los estudiantes cursó el 4° medio en un período de 4 años más 2 por eventuales repitencias y el 28,9% no logró terminarlo en el período esperado. De los que terminaron, 56,12% lo hizo en el mismo establecimiento y 15% se cambió de establecimiento durante la EM y terminó en un establecimiento distinto de aquel en que cursó 1° medio. Los que terminan en el mismo establecimiento constituyen la cohorte estudiada. A fin de identificar los factores de gestión escolar asociados a la capacidad de completación se realizó un estudio en profundidad en 16 liceos, 8 de Alta Completación y 8 de Baja Completación, todos los cuales atienden a estudiantes de nivel socioeconómico bajo y medio bajo.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,UDP,"Espínola, Viola","Balladares, Jaime; Claro, Juan Pablo; Valencia, Edgar",557,Interno,16955720,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18237/E11-0023.pdf?sequence=1&isAllowed=y,"Espínola, Viola; Balladares, Jaime; Claro, Juan Pablo; Valencia, Edgar"
2011,E11-0024,Fonide PUC Veronica Cabezas,"Factores Correlacionados con las Trayectorias Laborales de Docentes en Chile, con Especial Énfasis en sus Atributos Académicos",Estudios,Informe,Docentes,Español,129,Si,2011,"Santiago, Chile",Sistema escolar; mercado de trabajo; docentes; trayectorias laborales.,"Identificar correlaciones simples o parciales entre variables de interés y algunas características observables de profesores y de los establecimientos educacionales en los que trabajan, que consideren la magnitud de la movilidad docente y retiro en el sistema educacional chileno, la relación entre la elección del primer trabajo con las características académicas de los profesores, el efecto de la movilidad y retiro en la distribución de profesores (con diferentes calificaciones académicas ), según dependencia de establecimientos educacionales de diferente dependencia y de diferente nivel socioeconómico, las trayectorias laborales para docentes que ingresaron a la carrera con alto puntaje en PAA/PSU vs. el resto de la muestra, la relación de los factores pecuniarios y no pecuniarios con los patrones de movilidad y retiro, y los patrones de movilidad y retiro asociados a distintos perfiles de perfeccionamiento docente.",Cuantitativa,La evidencia es clara en revelar el importante rol que tiene un profesor en el desarrollo de habilidades cognitivas y no cognitivas en sus alumnos. Así también muestran la sustancial y persistente diferencia que existe en los resultados en pruebas estandarizadas de alumnos asignados a diferentes profesores. Es por esto que la distribución de los profesores con diferentes características puede ser importante para explicar las diferencias en los resultados académicos de los alumnos. Evidencia reciente para nuestro país muestra que las calificaciones académicas de los profesores están desigualmente distribuidas en establecimientos educacionales que atienden estudiantes de diferentes niveles socioeconómicos y que estas desigualdades comienzan desde la elección de su primer trabajo.,Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,PUC,"Cabezas, Verónica","Gallego, Francisco; Santelices, Verónica; Zarhi, Magdalena",709,Interno,16023078,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18238/E11-0024.pdf?sequence=1&isAllowed=y,"Cabezas, Verónica; Gallego, Francisco; Santelices, Verónica; Zarhi, Magdalena"
2011,E11-0025,InformeFinalExtenso-MiguelNussbaum-PUC (1),Evaluación de la Implementación de la Estrategia Laboratorios Móviles Computacionales (LMC),Estudios,Informe,TIC,Español,81,No,2011,"Santiago, Chile",Sistema escolar; políticas públicas; enseñanza básica; uso del computador en educación; innovación; evaluación.,"Evaluar la implementación de la estrategia “Laboratorios Móviles Computacionales” llevada a cabo por Enlaces, desde la perspectiva de los establecimientos beneficiados.",Mixta,"La Estrategia Laboratorios Móviles Computacionales ha sido llevada a cabo por Enlaces, el Centro de Educación y Tecnología del Ministerio de Educación desde del 2009, logrando entregar netbooks a 1.591 escuelas municipales del país para desarrollar el trabajo 1 a 1 en el aula, buscando favorecer el aprendizaje en 3° básico, curso en que en el cual se enfocó el primer año de implementación de la estrategia. El objetivo de este estudio es evaluar la implementación de esta estrategia, desde la perspectiva de los establecimientos beneficiados, entregando información relevante para la toma de decisiones en este ámbito. Se utilizó una metodología mixta (cualitativa y cuantitativa), recolectando información en profundidad por medio de entrevistas a profesores y directivos de establecimientos educacionales del país que participan de la estrategia, así como a actores involucrados en la gestión de la iniciativa (sostenedores, RATEs y Enlaces). Posteriormente, utilizando los hallazgos obtenidos, se planificó la construcción de un nuevo instrumento de evaluación, para ser aplicado a una muestra de 338 establecimientos educacionales participantes, a través de una plataforma web o vía telefónica. El informe da cuenta de las actividades realizadas, la metodología seguida, los resultados obtenidos y ofrece un análisis en el marco de los objetivos planteados por la Estrategia LMC.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,PUC,"Nussbaum, Miguel"," Weitz, Juan Francisco; Sibils, Ximena ; Díaz, Anita; Claro, Magdalena.",417,Interno,18600425,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18239/E11-0025.pdf?sequence=1&isAllowed=y,"Nussbaum, Miguel; Weitz, Juan Francisco; Sibils, Ximena; Díaz, Anita; Claro, Magdalena."
2011,E11-0026,InformefinalExtenso-AlvaroSalinas-PUC,Participación en redes profesionales digitales e innovación en las prácticas docentes en la sala de clases,Estudios,Informe,Enseñanza y aprendizaje,Español,101,No,2011,"Santiago, Chile",Innovación; prácticas docentes; redes profesionales digitales.,Analizar las condiciones fundamentales bajo las cuales la participación en redes profesionales digitales contribuye a la innovación en las prácticas docentes en la sala de clases.,Mixta,"El proyecto busca analizar las condiciones bajo las cuales la participación en redes profesionales digitales contribuye a la innovación en las prácticas docentes en la sala de clases y de ahí, formular recomendaciones y orientaciones basadas en evidencia, para el diseño de políticas de formación continua y perfeccionamiento docente usando redes digitales. El carácter de este estudio es descriptivo y correlacional. El análisis muestra una baja participación de los profesores en redes digitales y presenciales, un tipo de participación de los miembros y de funcionamiento de las redes bastante heterogénea. La mayoría de los profesores encuestados que participan en redes o portales educativos señalan como logro el haber obtenido información, seguido de conocer las experiencias de otros docentes y compartir con otros docentes. En las redes estudiadas aparece aún poca generación de instancias colaborativas y de trabajo conjunto, de manera tal que promueven una participación entre los docentes que se centra más en lo individual que en lo grupal. Las redes actualmente existentes son un buen piso sobre el cual construir herramientas y prácticas más propias de lo que la literatura describe como comunidades de aprendizaje o comunidades de prácticas.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,PUC,"Salinas, Alvaro","Ruiz, Paulina: Vergara, Adriana; González, Carlos; Raquimán, Patricia.",476,Interno,19028400,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18240/E11-0026.pdf?sequence=1&isAllowed=y,"Salinas, Alvaro; Ruiz, Paulina: Vergara, Adriana; González, Carlos; Raquimán, Patricia."
2011,E11-0027,InformeFinalExtenso-MonicaTapia-UCSC,La enseñanza de la escritura en lengua materna y en inglés como lengua extranjera con apoyo de wikis: una propuesta didáctica,Estudios,Informe,Enseñanza y aprendizaje,Español,72,No,2011,"Santiago, Chile",Sistema escolar; prácticas de aula; enseñanza del castellano; enseñanza de una segunda lengua; proceso de enseñanza-aprendizaje.,"Implementar una didáctica de la escritura, en español como lengua materna y en inglés como lengua extranjera, con apoyo de recurso tecnológico (wiki) a nivel secundario.",Mixta,"Se informa de una investigación-acción que consistió en implementar una didáctica de la escritura, en español como lengua materna y en inglés como lengua extranjera, con apoyo de recurso tecnológico (wiki) a nivel secundario. Para ello se actualizó los conocimientos disciplinares de los docentes en ejercicio en el ámbito de la enseñanza de la escritura de géneros discursivos funcionales, así como en la incorporación de herramientas tecnológicas para la enseñanza de la escritura, para su uso en el aula. Luego, investigadores y docentes elaboraron secuencias didácticas, las que fueron aplicadas y evaluadas considerando la calidad de los escritos de los estudiantes. La propuesta desarrollada, se diseminó a través de las redes de maestros existentes en la 8° Región.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,USCS,"Tapia Ladino, Mónica","Correa, Roxana; Ortíz Navarrete, Mabel; Neira Martínez, Angie",553,Interno,14849000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18241/E11-0027.pdf?sequence=1&isAllowed=y,"Tapia Ladino, Mónica; Correa, Roxana; Ortíz Navarrete, Mabel; Neira Martínez, Angie"
2011,E11-0028,InformeFInalExtenso-AlejandroVillalobos-UdeC (1),Cuestionario de auto-percepción de preferencias y habilidades vocacionales. Una herramienta para el autoconocimiento de alumnos de enseñanza media,Estudios,Informe,Sistema educativo,Español,154,No,2011,"Santiago, Chile",Orientación Vocacional; Psicometría; Intereses y habilidades vocacionales.,"Construir, validar y estandarizar un cuestionario de auto-percepción de preferencias y habilidades vocacionales para alumnos de educación media científica humanista y técnica profesional de la región del Biobío.",Cuantitativa,"La presente investigación de naturaleza cuantitativa y psicométrica, tuvo como propósito principal: construir, validar y estandarizar un cuestionario de auto-percepción de preferencias y habilidades vocacionales para estudiantes chilenos de la educación media científica- humanista y técnica- profesional. El supuesto investigativo asumido surge de la comprensión de la problemática de los intereses y habilidades vocacionales, como eje central del proceso orientador que deben enfrentar los alumnos al finalizar la educación secundaria.",Si,Si,No,Sin información,División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,Universidad de Concepción,"Villalobos, Clavería"," Baquedano Rodríguez, Marjorie; Melo Hermosilla,Yenia; Pérez Villalobos, Cristhian ",548,Interno,18630000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18243/E11-0028.pdf?sequence=1&isAllowed=y,"Villalobos, Clavería; Baquedano Rodríguez, Marjorie; Melo Hermosilla,Yenia; Pérez Villalobos, Cristhian"
2011,E11-0029,Informe-Final-Luciano-Chiang-PUC-F511012,Efectos y contribuciones del uso de simuladores sobre el perfil de egreso de alumnos de liceos técnico-profesionales del sector metal-mecánico,Estudios,Informe,Educación técnico-profesional,Español,85,No,2011,"Santiago, Chile","Integración de simuladores, estrategia didáctica TIC, liceo técnico-profesional, egresados, sector metal-mecánico.","Determinar, mediante una investigación aplicada, los efectos y contribuciones de la integración de simuladores como estrategia didáctica TIC, en las capacidades prácticas descritas en el perfil de egreso de alumnos de liceos técnico-profesionales del Sector Metal-mecánico.",Mixta,"La integración del simulador al aula es valorado por profesores, estudiantes y maestros guía que apoyan a estos estudiantes en las empresas donde desarrollan su proceso de aprendizaje. Uno de los principales productos del estudio es una propuesta de modelo/estrategia de transferencia de simuladores Semi-inmersivos a la Educación Media Técnico Profesional, lo que permitirá replicar la experiencia de incorporación de los simuladores de Sistema hidráulico, Sistema neumático y Mecanizado CNC, en los establecimientos que presenten módulos de automatización, en especialidades como Mecánica Industrial, Mecánica Automotriz y en el Sector de Metalmecánica, en general. Los resultados del estudio señalan que los profesores necesitan y valoran una planificación de actividades centralizada para integrar simuladores, orientada desde el MINEDUC, en base a las capacidades que puede brindar un simulador (parte teórica y práctica), facilitando una fórmula de uso, que permita a los profesores aprovechar y entender mejor el aporte de este tipo de recurso en el sistema educativo técnico-profesional.",Si,Si,No,Sin información,División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Departamento de Ingeniería Mecánica, Pontificia Universidad Católica de Chile","Chiang, Luciano",Maili Ow; Felipe Bravo; Rodrigo García de Cortázar; Sergio Ulloa; Paola Conte,1181,Interno,-1,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18244/E11-0029.pdf?sequence=1&isAllowed=y,"Chiang, Luciano; Maili Ow; Felipe Bravo; Rodrigo García de Cortázar; Sergio Ulloa; Paola Conte"
